index|name|platform|date|rating|comment
90|두꺼비정육점식당|siksin||3.0|박주영이 다녀간 그곳
91|두꺼비정육점식당|siksin||3.0|소름끼칠정도는 아니지만 또 갈 의향은 있음
92|청송숯불화로구이|siksin||3.0|경복아파트사거리 맛맀는 고깃집 삼겹살 돼지갈비 특히 맛있어요
93|청송숯불화로구이|siksin||3.0|깔끔했었던 편이에요
94|청송숯불화로구이|siksin||3.0|또 가고 싶네요
95|청송숯불화로구이|siksin||3.0|괜찮은 것 같구요
96|청송숯불화로구이|siksin||3.0|정말 만족했엇음
97|청송숯불화로구이|siksin||3.0|마땅히 먹을거 없을때는 이 집에 갑니다.
98|청송숯불화로구이|siksin||3.0|맛있다는데요.
99|너와집 삼성점|siksin||1.0|"음식 맛없고, 가성비 안좋고, 불친절하고. 
다른 분들 리뷰를 절대 못 믿겠어요.
주말 2시에 가서 나름 비싼 메뉴인 샤브샤브 코스요리 시켰는데... 음식은 말라 비틀어져 있고, 게다가 한여름에 우리방 에어컨을 안켜주는 이유는 뭘까요?  종업원들은 홀에서 에어컨 키고 신발벗고 의자에 다리뻗고 앉아서...  먹고 나가는 우리를 빤히 쳐다보며 인사도 안하더군요.ㅠ"
100|너와집 삼성점|siksin||4.0|"1층응홀, 2층은 룸 형태로 되어있어서 회식이나 외식할때 조용하게 먹을 수 있을것 같아요 그리고 식사메뉴도 저렴하게 나와있고 세틈메뉴랑 코스도 가격대별로 나와있어요 저는 코스 먹었는데 여러가지 음식 맛볼 수 있어서
좋았어요"
101|너와집 삼성점|siksin||3.0|먹을만했었어요
102|너와집 삼성점|siksin||3.0|갈만하던데
103|너와집 삼성점|siksin||3.5|백현동에 이어 생긴 삼성점. 샤브샤브집은 많아도 백합 들어간 전문 요리점으론 매우 퀄리티가 높다.점심은 특선 28000원. 저녁은 5만원대부터. 궁물이 끝내준다! 식후 먹는 국수 및 죽도 베리굿.
104|너와집 삼성점|siksin||3.0|그런대로 만족했던거 같아요
105|너와집 삼성점|siksin||3.0|입안에서 촥촥 감기네요~ 최고에요
106|너와집 삼성점|siksin||3.0|만족했던 것 같아요
107|함경도찹쌀순대|siksin||3.0|먹을만 했던거 같다
108|함경도찹쌀순대|siksin||3.0|순대볶음  좋네요
109|함경도찹쌀순대|siksin||3.0|순대볶음  여러모로 깔끔했었어요
110|함경도찹쌀순대|siksin||3.0|정말 훌륭했었음
111|함경도찹쌀순대|siksin||3.0|먹을만한 편이네요
112|함경도찹쌀순대|siksin||3.0|순대국  먹을만했던 편이에요
113|함경도찹쌀순대|siksin||3.5|우리의 주식. 하루 걸러 가는 순대국집.
114|카페 스타시오|siksin||3.0|아 답다다다다
115|카페 스타시오|siksin||3.0|아주 마음에 들었어요.
116|카페 스타시오|siksin||3.0|먹을만했습니다.
117|카페 스타시오|siksin||3.0|NOT BAD
118|카페 스타시오|siksin||3.0|좋았다
119|카페 스타시오|siksin||3.0|나름 미식가인 제 입맛도 사로잡은 맛집
120|카페 스타시오|siksin||3.0|디너 꽤 훌륭한 편이에요
121|카페 스타시오|siksin||3.0|또 가고 싶은거 같아요
122|카페 스타시오|siksin||3.0|갈만했었어요
123|카퍼룸|siksin||4.0|"수제버거와 맥주가 맛있는 스포츠펍!

스포츠를 좋아하지 않아도 충분히 매력적인 공간입니다. 버거와 직접 양조하는 맥주 퀄리티도 좋고, 스포츠 관람이 아니더라도 당구대, 농구대, 다트와 같이 즐길 수 있는 콘텐츠가 많습니다."
124|카퍼룸|siksin||3.0|내부가 넓고 분위기도 너무 좋아서 즐겁게 놀다왔습니다 수제 맥주도 부담없이 마시기 딱 좋은 맛이었어요~
125|카퍼룸|siksin||3.5|신선한 패티가 맛있는 편이네요 맥주를 부르는 맛......
126|카퍼룸|siksin||3.5|풀드포크 슬라이더 완전 맥주 안주! 너무 좋습니다
127|카퍼룸|siksin||3.5|깔끔한 편이었습니다. 넓은 공간에 다양한 스포츠 오락을 즐길 수 있는 스포츠 펍으로 수제버거와 수제 맥주를 즐길 수 있는 공간 ... 직접 양조장을 가지고 맥주를 뽑아 낸다. 
128|카퍼룸|siksin||3.0| WOW !! 아메리칸 스타일의 스포츠 펍 ~또 가고 싶음
129|카퍼룸|siksin||5.0|햄버거가 짭짤한게 맥주를 부르는 맛이었어요! 같이 모여서 다트나 포켓볼 즐기면서 맥주마시기 정말 좋은 곳이었어요
130|카퍼룸|siksin||3.0|라마다 서울호텔에 위치한 코퍼룸이예요ㅋㅋㅋ훌륭하고말고요
131|카퍼룸|siksin||3.5|만족스러울만한 것 같아요  수제맥주와 함께하는 수제버거 맛집!!!!
132|카퍼룸|siksin||3.0|맛있었고요.  분위기와 맛, 즐길 거리를 고루 갖춘 펍ㅋㅋ 
133|카퍼룸|siksin||3.5|수제버거 + 수제 맥주를 먹기위해 갔어요 ㅎㅎㅎ만족할면한 편이에요
134|겐지야|siksin||4.0|모임 때문에 코스로 먹었는데 참 맛있게 먹었어요 전채로 시작해 입맛을 돋궈주고 회, 구이, 튀김 까지 다 다양한 음식들이 나오니까 겹치지도 않으면서 좋더라구요 무엇보다 조용히 먹을 수 있었던게 가장 좋았어요~
135|겐지야|siksin||3.0|진짜 또 가고 싶구요
136|겐지야|siksin||3.0|진짜 또 갈거에요
137|겐지야|siksin||3.0|솜씨 나쁘지 않네
138|겐지야|siksin||3.0|서비스가 좋아요. 친절하고요.
139|겐지야|siksin||3.0|진짜 입맛에 맞았던 편이네요.
140|겐지야|siksin||3.0|괜찮았습니다.
141|대치동 우노|siksin||5.0|토요일에 가면 30% 할인된 값에 먹을 수 있어서 좋네요 ㅎㅎ
142|대치동 우노|siksin||3.0|진짜 좋은 맛이었어요
143|대치동 우노|siksin||3.0|한우 불초밥 대체로 맛나겠음
144|살롱 락피쉬|siksin||5.0|맛있어요~~꼭 한 번 가보세요.
145|살롱 락피쉬|siksin||5.0|가고싶댜능ㅋㄷㅋㄷ
146|살롱 락피쉬|siksin||5.0|전직 해비메털 밴드 출신 락커가 만든 이색 술집이다. 독특한 실내 분위기와 함께 특색있는 안주를 판패하는 이색 술집으로 먹태가 아주 맛있다. 새우튀김 같이 바삭하고 부드러운 우주치킨과 짬뽕탕도 별미다.
147|살롱 락피쉬|siksin||3.0|개코먹태  훌륭했음
148|살롱 락피쉬|siksin||3.0|아주 먹을만해요
149|살롱 락피쉬|siksin||3.0|우주치킨  맛있었고요.
150|경주천년한우 |siksin||3.0|맛있었었던 것 같구요
151|경주천년한우 |siksin||3.0|훌륭했던거 같구요
152|경주천년한우 |siksin||3.0|대체로 맛있었어요
153|경주천년한우 |siksin||3.0|한우구이 진짜 먹고싶을만 하네.
154|경주천년한우 |siksin||3.5|연옌들이 마니왔다갔나봐여.. 국수전골 18,000 짜리 먹었는데 가격대비 질은 약간 부실하더라고요. 고기는얼마나 맛있을지 먹어봐야겠어요..
155|경주천년한우 |siksin||3.5|밑반찬도 다양하게 맛있고 무엇보다 양질의 한우 좋아요~~
156|금계찜닭 법인직영선릉점|siksin||4.0|치즈찜닭은 언제나 누구나 맛있지요
157|금계찜닭 법인직영선릉점|siksin||5.0|아 진짜 치즈찜닭은 사랑입니댜아아아아 ㅎㅅㅎ 치즈랑 넙적당면이랑 감자 떡 닭고기까지 먹으면 그냥...행복한...❤️다만 치즈가 좀 더 많이 있었으면 하는 작은 바람이...?다음에 또 방문하고 시퍼여 ㅇㅅㅇ
158|금계찜닭 법인직영선릉점|siksin||5.0|고추장맛 간장맛 이렇게 반반 찜닭으로 시켰어요ㅎ순살~! 당면 많이 주고 야채도 많고 맛있었어요ㅎㅎ 찜닭에 맥주 한 잔 하니까 딱 좋음~~~~~!! 선릉에 맛집 찾기 힘든데 만족스럽네용  에어컨도 빵빵하게 틀어줘서 좋았어요 다음엔 치즈 얹은 찜닭으로 주문해보고 싶네여
159|금계찜닭 법인직영선릉점|siksin||2.5| 치즈찜닭 먹고온 후기ㅋㅋㅋㅋ진짜 선정릉역 맛집 저번에도 갔는데 이번에도 감ㅋㅋㅋㅋ진짜 치즈도 정말 상상할수 없을정도로 많고좋았음
160|금계찜닭 법인직영선릉점|siksin||2.5|치즈 듬뿍한 순살치즈찜닭을 맛보다!  훌륭했다
161|금계찜닭 법인직영선릉점|siksin||2.5|자주가는 곳인데 찜닭에 밥비벼먹으면 정말 존맛이에요 ㅎㅎ 
162|금계찜닭 법인직영선릉점|siksin||3.0|여기는 초복이나 말복에도 와서 먹고싶은보양식인 느낌이 물씬나는 느낌적인 느낌 
163|금계찜닭 법인직영선릉점|siksin||2.5|완전 맛있게 잘~ 먹었다는ㅋㅋㅋ
164|커피볶는집|siksin||5.0|여기는 선정릉, 선릉 근처 제 인생커피집 중 하나입니다!!! 너무좋아용 ㅠㅠ 특히 사장님이 내려주신 드립커피가 일품이고.. 라떼가 정말 ㅠㅠ 너무 맛있어요. 자주 가는 커피맛집이구 분위기가 옛날 느낌이고 연령대가 다양해서 가끔 되게 시끄럽기도 하지만.. 진짜 없어지면 안되는 요즘 최애 커피집입니다 ㅠㅠ 망하지 마세요!!!!!!!
165|커피볶는집|siksin||3.0|그럭저럭 갈만했었음
166|커피볶는집|siksin||3.0|아메리카노 진짜 입맛에 맞았음
167|커피볶는집|siksin||3.5|타이랜드 반도이창 커피 맛있어요^^
168|커피볶는집|siksin||3.5|8월부터 마감시간이 23시에서 22시로 조정됬어요~ 원두는 매일 23시-03시까지 볶는대요~~
169|화천토종민물장어|siksin||3.0|장어덮밥 그럭저럭 괜찮은 것 같다
170|화천토종민물장어|siksin||3.0|그럭저럭 갈만했었어요
171|화천토종민물장어|siksin||3.0|그럭저럭 입맛에 맞는 것 같네요
172|화천토종민물장어|siksin||3.0|장어덮밥 진짜 먹고싶었어요
173|화천토종민물장어|siksin||3.0|장어덮밥 정말 만족했습니다.
174|화천토종민물장어|siksin||3.0|그럭저럭 갈만하던데
175|화천토종민물장어|siksin||3.0|장어구이  괜찮은 거 같아요
176|화천토종민물장어|siksin||3.0|올때마다 느끼는 거지만 먹어도 먹어도 질리지가 않는다.
177|화천토종민물장어|siksin||3.5|난 그닥 별로다 ...
178|화천토종민물장어|siksin||3.5|저도 별로 라는 .....
179|스시현|siksin||3.0|스시현이란 가게로 바뀌었습니다..
180|스시현|siksin||4.0|맛있어요 ㅎㅎ 진짜 참치 제대로 먹기 좋음
181|스시현|siksin||4.0|맛있네요 ~~~~
182|스시현|siksin||4.0|맛있네요 정말...
183|스시현|siksin||3.0|지라시덮밥 여러모로 먹을만했어요
184|스시현|siksin||3.0|지라시덮밥 정말 맛있었던 편이네요
185|스시현|siksin||3.0|먹기 힘들어요 별로에요
186|스시현|siksin||3.0|또 가고 싶었음
187|해물천하조개구이|siksin||3.0|랍스타가 3만원에 진짜 맛있게 드실수 있어요!
188|해물천하조개구이|siksin||2.5|크아 조개찜 드시구 그국물에 라면 끓여드시면 대박임
189|해물천하조개구이|siksin||3.0|가격대도 적당하고 맛도 적당해요
190|해물천하조개구이|siksin||2.5|진짜 바로바로 싱싱한 재료를 잡아서 사용하니까 믿음이 가네요
191|해물천하조개구이|siksin||2.5|회식하기 딱이에요 딱
192|토속한우촌 돼지마을앤간장게장|siksin||3.0|만족했던거 같아요
193|토속한우촌 돼지마을앤간장게장|siksin||3.0|먹을만한 것 같구요
194|토속한우촌 돼지마을앤간장게장|siksin||3.0|입맛에 맞았던 편이에요
195|토속한우촌 돼지마을앤간장게장|siksin||3.0|좋군요
196|휘닉스|siksin||1.0|"11명 원형테이블로 당일 3일전에 예약함.

11명중 덩치큰 외국인이 5명이 있어서 혹시 테이블 나눠줄수 있냐고 전화함.
남직원이 예약이 다 차서 안된다고 함.
그럼 나중에 우리가 갔을때 테이블이 하나 남아 있으면, 몇명은 옮겨도 되냐고 했더니 알겠다고함.

전화끊고 생각해보니 좀 민폐같기도 해서 1분도 안되서 다시 전화함.
어떤 여자직원이 받음. (홀매니저 같음)
""방금 전화했었는데, 저희 테이블 남아도 안주셔도 될것같아요, 그냥 큰 테이블에 다같이 앉겠습니다."" 
""네? 무슨 소리세요 이미 테이블 세개로 나눠놨어요!"" 
""네? 저희 원형 테이블에 앉을게요,""
""아니 이미 손님이 오셨다니까요?!""
""1분도 안됐는데 손님이 오셨어요? 그리고 테이블 남으면 달라고 한거지 
세개로 나눠달라고 안 했는데요?""
""하..진짜 (짜증 엄청냄) 알겠어요 그럼 저희가 손님한테 양해구할게요 하진짜""
""네 죄송합..."" 
뚝.
전화끊어버림 
손님한테 저렇게 승질내면서 전화 먼저 끊어버리는 홀매니저는 참 처음보네요^^
막상 가서 보니 얼굴에 심술이 덕지덕지붙어서
쳐다보지도 않고 할일 하면서 안녕히가세요~ 이러는데 진짜 때려주고싶었네요 

이번엔 어쩔 수 없어 갔지만,
정말 좋은 레스토랑 망치는건 저분의 태도네요. 
제가 조곤조곤 말해서 우습게 보고 그렇게 전화 끊어버리신 것 같은데,
성인 남자 목소리였어도 그렇게 끊었을까 싶네요 ^^"
197|휘닉스|siksin||4.0|#휘닉스 #중식레스토랑 #포스코타워  #런치세트  #삼성동맛집 #중식맛집 쾌적한 스카이라운지에서  중식을 맛볼 수 가 있다. #식신앱 #추천맛집 #스타 #레스토랑 #맛집 #맛집앱 #맛집어플 #맛집탐방 #맛집추천 #맛스타그램 #먹스타그램 #오늘머먹지 #food #foodie #foodstagram #식신 #siksinhot  #서울맛집 #핫플 #핫플레이스 #인생맛집
198|휘닉스|siksin||3.0|훌륭한 편이네요
199|휘닉스|siksin||3.0|갈만했구요
200|휘닉스|siksin||3.5|안심 탕수육 &lt;&lt; 등심 탕수육
201|휘닉스|siksin||3.0|좋은 맛이었어요
202|휘닉스|siksin||3.0|그런대로 먹을만한 것 같다
203|휘닉스|siksin||3.0|일품요리 아주 좋았던 것 같구요
204|휘닉스|siksin||3.0|갈만했었음
205|휘닉스|siksin||3.0|오늘은 카메라를 막아버려서 사진은 못 올리네
206|창성양꼬치|siksin||4.0|"맛있습니다. 
연변에서 오신 분이 추천해주셔서 같이 다녀온 양꼬치 집입니다.  그러나 양꼬치는 먹지 않았습니다. 대신 요리를 잔뜩 먹었습니다 :)
토마토 계란 볶음, 지삼선, 돼지갈비줄땅콩볶음, 마파두부, 꿔바로우 그리고 대망의 향라오징어볶음!!
결론부터 공유드리자면 향라오징어볶음! 대박입니다. 그냥 마 술을 불러들이는 그런 맛!! 캬오! 아니 무슨 고추까지 바삭하냐고 ㅋㅋ 근데 사실 고추가 아니라 피망이라고 합니다 ㅋ
토마토 계란 볶음과 마파두부도 수준급입니다. 하나같이 괜찮은 맛이었습니다. 
중국집가서 짜장-탕수육만 드시는 분, 양꼬치집 가서 양꼬치-꿔바로우만 그시는분.. 이제 벗어나보세여~! 다양한 요리에 도전해보세요 새로운 맛과 술이 그 자리를 즐겁게 해드릴거에요. 
그러나 창성양꼬치처럼 요리가 기본적으로 맛있는곳에서 하셔야 합니다 :)"
207|창성양꼬치|siksin||2.5|진심 양꼬치 먹을만하네요 ㅎㅎ
208|창성양꼬치|siksin||3.0|정성호때문에 양꼬치 먹으로온 일인! ㅋㅋㅋ
209|창성양꼬치|siksin||2.5|와 진짜 이래서 양꼬치앵 칭따오?ㅋㅋㅋ 맥주랑 잘어울리내요 ㅎㅎ
